City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,banda aceh,5.5577,95.3222,298.16,84,67,4.52,ID,1676765740
365,longyearbyen,78.2186,15.6401,260.06,56,75,6.17,SJ,1676765740
366,san luis,-33.295,-66.3356,289.18,26,0,3.28,AR,1676765508
367,kawhia,-38.0651,174.8183,298.43,64,6,2.74,NZ,1676765743
368,union,40.6334,-74.2663,278.77,46,0,4.12,US,1676765743
369,aksu,41.1231,80.2644,271.99,76,93,1.87,CN,1676765744
370,la orilla,17.9833,-102.2333,301.06,52,0,4.62,MX,1676765744
371,phan thiet,10.9333,108.1,297.31,80,100,1.24,VN,1676765658
372,vanavara,60.34,102.2797,246.81,100,99,1.7,RU,1676765745
373,san giovanni in fiore,39.2633,16.6996,281.47,73,7,2.01,IT,1676765746
374,jining,35.405,116.5814,274.88,32,20,1.3,CN,1676765746
375,shobara,34.85,133.0167,285.62,94,100,4.97,JP,1676765747
376,angoram,-4.0625,144.0661,299.9,83,100,1.31,PG,1676765747
377,albion,42.2431,-84.753,277.17,68,0,1.54,US,1676765748
378,namibe,-15.1961,12.1522,294.05,68,96,3.55,AO,1676765748
379,atar,20.5169,-13.0499,299.53,16,100,2.69,MR,1676765749
380,nanpiao,41.0982,120.7479,270.24,34,0,4.11,CN,1676765749
381,ahipara,-35.1667,173.1667,295.25,59,1,1.66,NZ,1676765750
382,saint-pierre,-21.3393,55.4781,297.54,64,100,2.57,RE,1676765750
383,fukuma,33.7667,130.4667,287.23,86,100,9.65,JP,1676765751
384,nantucket,41.2835,-70.0995,275.18,64,0,7.2,US,1676765751
385,asau,46.4333,26.4,284.66,85,88,9.43,RO,1676765752
386,salym,60.0625,71.4789,255.56,98,100,1.34,RU,1676765752
387,mount isa,-20.7333,139.5,297.02,88,100,5.14,AU,1676765752
388,avare,-23.0986,-48.9258,289.57,94,98,7.23,BR,1676765515
389,dok kham tai,19.1624,99.9934,290.67,68,0,1.14,TH,1676765753
390,mountain home,43.133,-115.6912,276.56,45,100,0.89,US,1676765753
391,moerai,-22.4333,-151.3333,300.78,70,23,4.1,PF,1676765754
392,helena,46.5927,-112.0361,275.7,58,40,6.69,US,1676765643
393,yeovil,50.9416,-2.6321,283.38,87,75,7.2,GB,1676765755
394,encruzilhada,-15.5314,-40.9094,293.48,79,22,2.51,BR,1676765755
395,adrar,20.5022,-10.0711,297.1,15,45,4.39,MR,1676765755
396,axim,4.8699,-2.2405,298.4,86,8,1.77,GH,1676765756
397,zeya,53.75,127.2667,251.74,96,98,1.07,RU,1676765756
398,vestmannaeyjar,63.4427,-20.2734,277.37,81,100,1.87,IS,1676765757
399,maralal,1.0968,36.698,288.58,65,96,4.24,KE,1676765759
400,paamiut,61.994,-49.6678,271.08,91,100,6.12,GL,1676765759
401,riyadh,24.6877,46.7219,282.23,26,94,3.4,SA,1676765536
402,isangel,-19.55,169.2667,303.21,66,75,2.06,VU,1676765760
403,mangrol,21.1167,70.1167,296.53,44,0,3.74,IN,1676765760
404,taga,46.95,24.05,283.33,82,92,10.96,RO,1676765762
405,shelburne,44.0787,-80.2041,272.11,86,100,5.3,CA,1676765758
406,ulaangom,49.9811,92.0667,245.44,95,92,1.05,MN,1676765764
407,yomou,7.5603,-9.2653,295.06,53,6,1.46,GN,1676765765
408,taicheng,38.731,113.228,265.27,67,0,2.25,CN,1676765766
409,rio tercero,-32.173,-64.1141,286.18,28,0,3.86,AR,1676765767
410,talnakh,69.4865,88.3972,259.38,95,100,3.7,RU,1676765767
411,yadgir,16.7667,77.1333,294.33,46,0,2.48,IN,1676765768
412,zyryanka,65.75,150.85,235.91,97,99,1.66,RU,1676765773
413,san quintin,30.4833,-115.95,289.09,45,5,2.58,MX,1676765775
414,clyde river,70.4692,-68.5914,244.28,69,100,7.2,CA,1676765776
415,tessalit,20.1986,1.0114,292.33,14,0,5.31,ML,1676765599
416,pecos,31.4229,-103.4932,287.2,24,0,4.12,US,1676765782
417,faya,18.3851,42.4509,284.21,83,2,1.16,SA,1676765789
418,yar-sale,66.8333,70.8333,255.35,92,49,4.98,RU,1676765792
419,humaita,-7.5061,-63.0208,297.78,86,61,0.65,BR,1676765792
420,ishigaki,24.3448,124.1572,294.45,71,99,4.93,JP,1676765793
421,nishihara,26.1842,127.7558,293.96,68,75,3.09,JP,1676765798
422,tobol,52.6844,62.5794,260.59,96,94,3.03,KZ,1676765799
423,atlantic beach,30.3344,-81.3987,286.5,80,0,4.12,US,1676765799
424,catuday,16.2923,119.8062,298.23,70,100,4.48,PH,1676765800
425,university place,47.2356,-122.5504,282.56,89,100,1.54,US,1676765730
426,balkanabat,39.5108,54.3671,279.5,28,68,1.24,TM,1676765801
427,basco,20.4487,121.9702,297.38,79,100,10.91,PH,1676765801
428,avera,33.194,-82.5271,281.43,45,0,2.78,US,1676765802
429,hamilton,39.1834,-84.5333,279.14,50,0,3.09,US,1676765737
430,santa marta,11.2408,-74.199,298.16,74,3,8.34,CO,1676765563
431,gigmoto,13.7796,124.39,298.18,97,100,8.13,PH,1676765803
432,constitucion,-35.3333,-72.4167,287.9,83,0,2.02,CL,1676765756
433,makakilo city,21.3469,-158.0858,298.49,71,40,6.69,US,1676765804
434,sampit,-2.5333,112.95,298.15,88,95,1.84,ID,1676765804
435,lasa,46.6166,10.7002,280.09,60,94,2.41,IT,1676765805
436,seymchan,62.8833,152.4333,241.05,94,99,0.91,RU,1676765806
437,saint-paul,-21.0096,55.2707,297.79,93,32,0.89,RE,1676765806
438,ostrovnoy,68.0531,39.5131,268.7,85,100,9.49,RU,1676765807
439,pachino,36.7186,15.0907,283.9,74,0,2.93,IT,1676765807
440,bardsir,29.9227,56.5743,279.59,66,48,2.08,IR,1676765808
441,muravlenko,63.7898,74.523,250.36,95,92,2.12,RU,1676765809
442,okha,53.5739,142.9478,250.25,97,100,2.46,RU,1676765809
443,half moon bay,37.4636,-122.4286,292.52,50,75,1.54,US,1676765809
444,conde,-7.2597,-34.9075,300.85,69,0,3.6,BR,1676765577
445,lata,40.1629,-8.3327,287.49,85,98,1.69,PT,1676765810
446,lucapa,-8.4192,20.7447,291.13,94,100,1.27,AO,1676765810
447,warner robins,32.621,-83.5999,284.07,50,0,2.57,US,1676765536
448,nipawin,53.3668,-104.0009,259.17,72,100,3.6,CA,1676765811
449,gaziantep,37.0594,37.3825,270.11,86,0,0.0,TR,1676765811
450,menongue,-14.6585,17.691,289.14,51,91,1.52,AO,1676765812
451,sobolevo,54.4299,31.8996,272.9,97,100,6.06,RU,1676765812
452,antalaha,-14.9003,50.2788,296.88,82,59,2.68,MG,1676765813
453,camalu,30.85,-116.0667,288.7,41,16,2.15,MX,1676765813
454,kapit,2.0167,112.9333,296.7,98,98,0.19,MY,1676765814
455,osoyoos,49.0331,-119.4524,283.38,37,34,3.6,CA,1676765814
456,qaqortoq,60.7167,-46.0333,267.55,96,100,1.44,GL,1676765814
457,prince rupert,54.3161,-130.3201,277.98,75,100,4.63,CA,1676765815
458,benalla,-36.55,145.9833,300.54,26,5,1.75,AU,1676765815
459,chandvad,20.3333,74.25,291.18,25,0,1.42,IN,1676765815
460,oud-heverlee,50.8352,4.6642,283.99,92,100,6.69,BE,1676765816
461,camaguey,21.3808,-77.9169,297.34,69,20,7.2,CU,1676765816
462,sironj,24.1,77.7,290.46,40,0,0.63,IN,1676765817
463,kharhial,20.2833,82.7667,291.5,54,4,0.58,IN,1676765817
464,praia,14.9215,-23.5087,293.45,83,20,9.77,CV,1676765818
465,maloy,61.9353,5.1136,274.11,74,83,5.36,NO,1676765818
466,hasaki,35.7333,140.8333,286.37,76,100,14.38,JP,1676765819
467,annau,37.8876,58.516,279.63,60,1,2.05,TM,1676765819
468,moorhead,46.8739,-96.7676,273.16,80,100,7.72,US,1676765820
469,kamenka,51.3223,42.7678,265.96,95,100,5.82,RU,1676765820
470,pangai,-19.8,-174.35,303.21,74,75,2.57,TO,1676765821
471,fukue,32.6881,128.8419,286.25,82,100,11.26,JP,1676765821
472,isla aguada,18.7833,-91.4667,298.17,84,44,6.03,MX,1676765823
473,camacha,33.0833,-16.3333,287.83,82,20,4.63,PT,1676765824
474,palmer,42.1584,-72.3287,274.8,55,0,1.54,US,1676765647
475,lensk,60.7253,114.9278,248.2,99,99,1.91,RU,1676765825
476,matagami,49.7502,-77.6328,259.21,85,0,3.6,CA,1676765826
477,kibakwe,-6.7167,36.3667,290.73,95,100,1.61,TZ,1676765827
478,horsham,51.064,-0.3272,283.21,84,20,4.63,GB,1676765827
479,cabedelo,-6.9811,-34.8339,301.52,79,8,4.74,BR,1676765593
480,houma,29.5958,-90.7195,285.93,65,34,1.44,US,1676765600
481,pointe-noire,-4.7761,11.8635,299.83,88,100,3.1,CG,1676765831
482,poya,-21.35,165.15,301.33,53,9,3.0,NC,1676765834
483,yulara,-25.2406,130.9889,302.88,40,0,8.73,AU,1676765646
484,olafsvik,64.8945,-23.7142,275.33,93,100,4.14,IS,1676765739
485,ekhabi,53.5102,142.9671,250.67,97,100,2.43,RU,1676765839
486,shizunai,42.3339,142.3669,275.14,69,100,1.34,JP,1676765842
487,ancud,-41.8697,-73.8203,287.04,83,80,1.16,CL,1676765847
488,benguela,-12.5763,13.4055,296.19,85,93,1.3,AO,1676765850
489,tornio,65.8481,24.1466,269.16,97,100,3.16,FI,1676765851
490,opuwo,-18.0607,13.84,287.65,52,50,2.07,NA,1676765852
491,hurghada,27.2574,33.8129,287.51,59,75,7.81,EG,1676765852
492,mazagao,-0.115,-51.2894,300.18,96,88,1.92,BR,1676765853
493,guerrero negro,27.9769,-114.0611,291.97,46,39,5.92,MX,1676765856
494,macclesfield,53.2602,-2.1256,282.69,86,100,7.72,GB,1676765858
495,santa cruz,-17.8,-63.1667,290.85,68,40,3.09,BO,1676765705
496,katherine,-14.4667,132.2667,302.33,74,75,2.57,AU,1676765859
497,kathmandu,27.7167,85.3167,285.28,74,20,1.54,NP,1676765859
498,ratne,51.6683,24.5303,276.61,73,99,7.96,UA,1676765860
499,zhezkazgan,47.8043,67.7144,255.24,100,100,0.78,KZ,1676765861
500,madimba,-10.4,40.3333,298.77,80,67,2.73,TZ,1676765861
501,sakaiminato,35.55,133.2333,284.14,100,75,5.14,JP,1676765862
502,buchanan,5.8808,-10.0467,299.2,90,2,2.54,LR,1676765863
503,pisco,-13.7,-76.2167,298.18,78,0,8.23,PE,1676765863
504,lompoc,34.6391,-120.4579,291.38,44,60,3.58,US,1676765864
505,redlands,34.0556,-117.1825,293.23,21,0,0.45,US,1676765742
506,tobermory,45.2501,-81.6665,274.41,75,100,6.54,CA,1676765864
507,tripoli,32.8752,13.1875,286.26,69,0,2.08,LY,1676765865
508,henties bay,-22.116,14.2845,290.64,92,17,2.27,NA,1676765865
509,acopiara,-6.0953,-39.4525,296.88,71,23,2.88,BR,1676765866
510,goderich,43.7501,-81.7165,275.33,75,98,3.6,CA,1676765866
511,honiara,-9.4333,159.95,302.72,67,100,1.07,SB,1676765867
512,gondar,12.6,37.4667,288.22,47,0,2.41,ET,1676765867
513,strelka,58.0728,93.0344,256.3,100,99,1.48,RU,1676765868
514,semey,50.4111,80.2275,260.05,96,100,2.15,KZ,1676765868
515,hami,42.8,93.45,271.52,27,78,1.03,CN,1676765869
516,maua,-23.6678,-46.4614,293.35,96,100,4.97,BR,1676765747
517,marfino,55.7028,37.3822,266.23,85,100,5.0,RU,1676765870
518,graaff-reinet,-32.2522,24.5308,289.22,95,100,2.29,ZA,1676765870
519,lomovka,53.9194,58.3672,253.52,100,96,0.17,RU,1676765870
520,cheney,47.4874,-117.5758,280.34,49,40,4.63,US,1676765871
521,bathurst,-33.4166,149.5806,300.35,54,0,0.89,AU,1676765871
522,palu,-0.8917,119.8707,299.99,82,100,0.54,ID,1676765872
523,cape canaveral,28.4058,-80.6048,294.19,69,20,6.69,US,1676765873
524,oum hadjer,13.2954,19.6966,293.01,15,3,4.96,TD,1676765873
525,primorsk,46.7348,36.3443,276.0,82,99,4.21,UA,1676765874
526,trelleborg,55.3751,13.1569,275.92,81,47,8.23,SE,1676765875
527,thinadhoo,0.5333,72.9333,300.53,74,61,4.09,MV,1676765875
528,brazzaville,-4.2658,15.2832,298.55,77,100,0.87,CG,1676765876
529,trairi,-3.2778,-39.2689,297.54,91,77,3.19,BR,1676765696
530,nola,40.922,14.5329,285.72,77,76,1.16,IT,1676765877
531,labuhan,-6.8844,112.2051,298.71,86,100,3.7,ID,1676765877
532,montesilvano,42.5039,14.138,284.02,100,100,2.57,IT,1676765878
533,alihe,50.5667,123.7167,256.24,93,100,1.31,CN,1676765878
534,darnah,32.767,22.6367,285.62,77,8,4.06,LY,1676765879
535,san ramon,37.7799,-121.978,290.89,39,0,4.63,US,1676765754
536,margate,51.3813,1.3862,284.19,74,85,2.24,GB,1676765880
537,masuda,34.6667,131.85,285.3,94,75,7.2,JP,1676765880
538,shestakovo,56.4915,103.96,244.82,100,100,1.09,RU,1676765881
539,korla,41.7597,86.1469,272.08,74,100,2.47,CN,1676765881
540,la rioja,42.25,-2.5,271.03,70,37,1.77,ES,1676765883
541,linxia,35.6003,103.2064,268.18,79,71,0.6,CN,1676765884
542,fairview,40.8126,-73.999,278.39,40,0,6.17,US,1676765885
